Wavelength nm.;Abs.;Abs.;Abs.
386.20;0.203;0.192;0.188
386.40;0.203;0.191;0.188
386.60;0.203;0.191;0.187
386.80;0.202;0.191;0.187
387.00;0.202;0.191;0.187
387.20;0.202;0.190;0.186
387.40;0.201;0.190;0.186
387.60;0.201;0.190;0.186
387.80;0.201;0.190;0.186
388.00;0.200;0.189;0.185
388.20;0.200;0.189;0.185
388.40;0.200;0.189;0.185
388.60;0.200;0.189;0.185
388.80;0.199;0.188;0.184
389.00;0.199;0.188;0.184
389.20;0.199;0.188;0.184
389.40;0.199;0.188;0.184
389.60;0.198;0.187;0.183
389.80;0.198;0.187;0.183
390.00;0.198;0.187;0.183
390.20;0.197;0.187;0.183
390.40;0.197;0.186;0.182
390.60;0.197;0.186;0.182
390.80;0.197;0.186;0.182
391.00;0.196;0.186;0.181
391.20;0.196;0.185;0.181
391.40;0.196;0.185;0.181
391.60;0.195;0.185;0.181
391.80;0.195;0.185;0.180
392.00;0.195;0.184;0.180
392.20;0.195;0.184;0.180
392.40;0.194;0.184;0.180
392.60;0.194;0.184;0.179
392.80;0.194;0.183;0.179
393.00;0.194;0.183;0.179
393.20;0.193;0.183;0.179
393.40;0.193;0.183;0.179
393.60;0.193;0.183;0.178
393.80;0.193;0.182;0.178
394.00;0.192;0.182;0.178
394.20;0.192;0.182;0.178
394.40;0.192;0.182;0.177
394.60;0.192;0.181;0.177
394.80;0.191;0.181;0.177
395.00;0.191;0.181;0.177
395.20;0.191;0.181;0.176
395.40;0.191;0.180;0.176
395.60;0.190;0.180;0.176
395.80;0.190;0.180;0.176
396.00;0.190;0.180;0.175
396.20;0.189;0.179;0.175
396.40;0.189;0.179;0.175
396.60;0.189;0.179;0.175
396.80;0.189;0.179;0.175
397.00;0.189;0.178;0.174
397.20;0.188;0.178;0.174
397.40;0.188;0.178;0.174
397.60;0.188;0.178;0.174
397.80;0.188;0.178;0.173
398.00;0.187;0.177;0.173
398.20;0.187;0.177;0.173
398.40;0.187;0.177;0.173
398.60;0.187;0.177;0.173
398.80;0.186;0.177;0.172
399.00;0.186;0.176;0.172
399.20;0.186;0.176;0.172
399.40;0.186;0.176;0.172
399.60;0.185;0.176;0.171
399.80;0.185;0.175;0.171
400.00;0.185;0.175;0.171
400.20;0.185;0.175;0.171
400.40;0.184;0.175;0.171
400.60;0.184;0.175;0.170
400.80;0.184;0.174;0.170
401.00;0.184;0.174;0.170
401.20;0.183;0.174;0.170
401.40;0.183;0.173;0.169
401.60;0.183;0.173;0.169
401.80;0.183;0.173;0.169
402.00;0.182;0.173;0.169
402.20;0.182;0.173;0.169
402.40;0.182;0.172;0.168
402.60;0.182;0.172;0.168
402.80;0.182;0.172;0.168
403.00;0.181;0.172;0.168
403.20;0.181;0.172;0.168
403.40;0.181;0.171;0.167
403.60;0.181;0.171;0.167
403.80;0.180;0.171;0.167
404.00;0.180;0.171;0.167
404.20;0.180;0.171;0.167
404.40;0.180;0.170;0.166
404.60;0.179;0.170;0.166
404.80;0.179;0.170;0.166
405.00;0.179;0.170;0.166
405.20;0.179;0.170;0.166
405.40;0.179;0.169;0.165
405.60;0.178;0.169;0.165
405.80;0.178;0.169;0.165
406.00;0.178;0.169;0.165
406.20;0.178;0.169;0.165
406.40;0.177;0.168;0.164
406.60;0.177;0.168;0.164
406.80;0.177;0.168;0.164
407.00;0.177;0.168;0.164
407.20;0.177;0.168;0.164
407.40;0.176;0.167;0.163
407.60;0.176;0.167;0.163
407.80;0.176;0.167;0.163
408.00;0.176;0.167;0.163
408.20;0.175;0.167;0.163
408.40;0.175;0.167;0.162
408.60;0.175;0.166;0.162
408.80;0.175;0.166;0.162
409.00;0.175;0.166;0.162
409.20;0.174;0.166;0.162
409.40;0.174;0.166;0.161
409.60;0.174;0.166;0.161
409.80;0.174;0.165;0.161
410.00;0.174;0.165;0.161
410.20;0.173;0.165;0.161
410.40;0.173;0.165;0.160
410.60;0.173;0.165;0.160
410.80;0.173;0.164;0.160
411.00;0.173;0.164;0.160
411.20;0.172;0.164;0.160
411.40;0.172;0.164;0.159
411.60;0.172;0.164;0.159
411.80;0.172;0.163;0.159
412.00;0.172;0.163;0.159
412.20;0.171;0.163;0.159
412.40;0.171;0.163;0.159
412.60;0.171;0.163;0.158
412.80;0.171;0.163;0.158
413.00;0.171;0.162;0.158
413.20;0.170;0.162;0.158
413.40;0.170;0.162;0.157
413.60;0.170;0.162;0.157
413.80;0.170;0.162;0.157
414.00;0.170;0.162;0.157
414.20;0.169;0.161;0.157
414.40;0.169;0.161;0.157
414.60;0.169;0.161;0.156
414.80;0.169;0.161;0.156
415.00;0.169;0.161;0.156
415.20;0.168;0.161;0.156
415.40;0.168;0.160;0.156
415.60;0.168;0.160;0.155
415.80;0.168;0.160;0.155
416.00;0.167;0.160;0.155
416.20;0.167;0.160;0.155
416.40;0.167;0.160;0.155
416.60;0.167;0.160;0.155
416.80;0.166;0.160;0.154
417.00;0.166;0.159;0.154
417.20;0.166;0.159;0.154
417.40;0.166;0.159;0.154
417.60;0.166;0.159;0.154
417.80;0.165;0.159;0.153
418.00;0.165;0.159;0.153
418.20;0.165;0.159;0.153
418.40;0.165;0.158;0.153
418.60;0.165;0.158;0.153
418.80;0.165;0.158;0.153
419.00;0.164;0.158;0.152
419.20;0.164;0.158;0.152
419.40;0.164;0.158;0.152
419.60;0.164;0.157;0.152
419.80;0.164;0.157;0.152
420.00;0.164;0.157;0.152
420.20;0.163;0.157;0.151
420.40;0.163;0.157;0.151
420.60;0.163;0.157;0.151
420.80;0.163;0.157;0.151
421.00;0.162;0.156;0.151
421.20;0.162;0.156;0.151
421.40;0.162;0.156;0.150
421.60;0.162;0.156;0.150
421.80;0.162;0.156;0.150
422.00;0.162;0.156;0.150
422.20;0.161;0.156;0.150
422.40;0.161;0.156;0.150
422.60;0.161;0.155;0.150
422.80;0.161;0.155;0.149
423.00;0.161;0.155;0.149
423.20;0.160;0.155;0.149
423.40;0.160;0.155;0.149
423.60;0.160;0.155;0.149
423.80;0.160;0.154;0.148
424.00;0.160;0.154;0.148
424.20;0.159;0.154;0.148
424.40;0.159;0.154;0.148
424.60;0.159;0.154;0.148
424.80;0.159;0.154;0.148
425.00;0.159;0.153;0.147
425.20;0.159;0.153;0.147
425.40;0.158;0.153;0.147
425.60;0.158;0.153;0.147
425.80;0.158;0.153;0.147
426.00;0.158;0.153;0.147
426.20;0.158;0.153;0.147
426.40;0.158;0.153;0.146
426.60;0.157;0.152;0.146
426.80;0.157;0.152;0.146
427.00;0.157;0.152;0.146
427.20;0.157;0.152;0.146
427.40;0.157;0.152;0.145
427.60;0.156;0.152;0.145
427.80;0.156;0.152;0.145
428.00;0.156;0.151;0.145
428.20;0.156;0.151;0.145
428.40;0.156;0.151;0.145
428.60;0.156;0.151;0.145
428.80;0.155;0.151;0.145
429.00;0.155;0.151;0.144
429.20;0.155;0.151;0.144
429.40;0.155;0.151;0.144
429.60;0.155;0.150;0.144
429.80;0.155;0.150;0.144
430.00;0.154;0.150;0.144
430.20;0.154;0.150;0.143
430.40;0.154;0.150;0.143
430.60;0.154;0.150;0.143
430.80;0.154;0.150;0.143
431.00;0.153;0.149;0.143
431.20;0.153;0.149;0.143
431.40;0.153;0.149;0.142
431.60;0.153;0.149;0.142
431.80;0.153;0.149;0.142
432.00;0.153;0.149;0.142
432.20;0.152;0.149;0.142
432.40;0.152;0.149;0.142
432.60;0.152;0.148;0.141
432.80;0.152;0.148;0.141
433.00;0.152;0.148;0.141
433.20;0.152;0.148;0.141
433.40;0.151;0.148;0.141
433.60;0.151;0.148;0.141
433.80;0.151;0.148;0.141
434.00;0.151;0.148;0.140
434.20;0.151;0.147;0.140
434.40;0.151;0.147;0.140
434.60;0.150;0.147;0.140
434.80;0.150;0.147;0.140
435.00;0.150;0.147;0.140
435.20;0.150;0.147;0.139
435.40;0.150;0.147;0.139
435.60;0.150;0.146;0.139
435.80;0.149;0.146;0.139
436.00;0.149;0.146;0.139
436.20;0.149;0.146;0.139
436.40;0.149;0.146;0.138
436.60;0.149;0.146;0.138
436.80;0.149;0.146;0.138
437.00;0.148;0.146;0.138
437.20;0.148;0.146;0.138
437.40;0.148;0.145;0.138
437.60;0.148;0.145;0.138
437.80;0.148;0.145;0.137
438.00;0.148;0.145;0.137
438.20;0.148;0.145;0.137
438.40;0.147;0.145;0.137
438.60;0.147;0.145;0.137
438.80;0.147;0.145;0.137
439.00;0.147;0.145;0.137
439.20;0.147;0.144;0.137
439.40;0.147;0.144;0.136
439.60;0.147;0.144;0.136
439.80;0.146;0.144;0.136
440.00;0.146;0.144;0.136
440.20;0.146;0.144;0.136
440.40;0.146;0.144;0.136
440.60;0.146;0.144;0.135
440.80;0.146;0.143;0.135
441.00;0.145;0.143;0.135
441.20;0.145;0.143;0.135
441.40;0.145;0.143;0.135
441.60;0.145;0.143;0.135
441.80;0.145;0.143;0.135
442.00;0.145;0.143;0.134
442.20;0.145;0.143;0.134
442.40;0.145;0.143;0.134
442.60;0.144;0.142;0.134
442.80;0.144;0.142;0.134
443.00;0.144;0.142;0.134
443.20;0.144;0.142;0.134
443.40;0.144;0.142;0.134
443.60;0.144;0.142;0.133
443.80;0.144;0.142;0.133
444.00;0.143;0.142;0.133
444.20;0.143;0.141;0.133
444.40;0.143;0.141;0.133
444.60;0.143;0.141;0.133
444.80;0.143;0.141;0.133
445.00;0.143;0.141;0.132
445.20;0.143;0.141;0.132
445.40;0.143;0.141;0.132
445.60;0.142;0.141;0.132
445.80;0.142;0.141;0.132
446.00;0.142;0.141;0.132
446.20;0.142;0.141;0.132
446.40;0.142;0.140;0.131
446.60;0.142;0.140;0.131
446.80;0.141;0.140;0.131
447.00;0.141;0.140;0.131
447.20;0.141;0.140;0.131
447.40;0.141;0.140;0.131
447.60;0.141;0.140;0.131
447.80;0.141;0.140;0.131
448.00;0.141;0.140;0.131
448.20;0.141;0.140;0.130
448.40;0.141;0.139;0.130
448.60;0.140;0.139;0.130
448.80;0.140;0.139;0.130
449.00;0.140;0.139;0.130
449.20;0.140;0.139;0.130
449.40;0.140;0.139;0.129
449.60;0.140;0.139;0.129
449.80;0.140;0.139;0.129
450.00;0.139;0.138;0.129
450.20;0.139;0.138;0.129
450.40;0.139;0.138;0.129
450.60;0.139;0.138;0.129
450.80;0.139;0.138;0.128
451.00;0.139;0.138;0.128
451.20;0.139;0.138;0.128
451.40;0.138;0.138;0.128
451.60;0.138;0.137;0.128
451.80;0.138;0.137;0.128
452.00;0.138;0.137;0.128
452.20;0.138;0.137;0.128
452.40;0.138;0.137;0.127
452.60;0.138;0.137;0.127
452.80;0.138;0.137;0.127
453.00;0.137;0.137;0.127
453.20;0.137;0.137;0.127
453.40;0.137;0.137;0.127
453.60;0.137;0.136;0.127
453.80;0.137;0.136;0.127
454.00;0.137;0.136;0.126
454.20;0.137;0.136;0.126
454.40;0.137;0.136;0.126
454.60;0.137;0.136;0.126
454.80;0.136;0.136;0.126
455.00;0.136;0.136;0.126
455.20;0.136;0.135;0.126
455.40;0.136;0.135;0.126
455.60;0.136;0.135;0.126
455.80;0.136;0.135;0.125
456.00;0.136;0.135;0.125
456.20;0.135;0.135;0.125
456.40;0.135;0.135;0.125
456.60;0.135;0.135;0.125
456.80;0.135;0.135;0.125
457.00;0.135;0.134;0.125
457.20;0.135;0.134;0.125
457.40;0.135;0.134;0.124
457.60;0.134;0.134;0.124
457.80;0.134;0.134;0.124
458.00;0.134;0.134;0.124
458.20;0.134;0.133;0.124
458.40;0.134;0.133;0.124
458.60;0.134;0.133;0.124
458.80;0.134;0.133;0.124
459.00;0.134;0.133;0.123
459.20;0.133;0.133;0.123
459.40;0.133;0.133;0.123
459.60;0.133;0.133;0.123
459.80;0.133;0.133;0.123
460.00;0.133;0.133;0.123
460.20;0.133;0.132;0.123
460.40;0.133;0.132;0.123
460.60;0.133;0.132;0.123
460.80;0.132;0.132;0.122
461.00;0.132;0.132;0.122
461.20;0.132;0.132;0.122
461.40;0.132;0.132;0.122
461.60;0.132;0.131;0.122
461.80;0.132;0.131;0.122
462.00;0.132;0.131;0.122
462.20;0.132;0.131;0.122
462.40;0.131;0.131;0.121
462.60;0.131;0.131;0.121
462.80;0.131;0.131;0.121
463.00;0.131;0.131;0.121
463.20;0.131;0.130;0.121
463.40;0.131;0.130;0.121
463.60;0.131;0.130;0.121
463.80;0.131;0.130;0.121
464.00;0.131;0.130;0.121
464.20;0.130;0.130;0.120
464.40;0.130;0.130;0.120
464.60;0.130;0.129;0.120
464.80;0.130;0.129;0.120
465.00;0.130;0.129;0.120
465.20;0.130;0.129;0.120
465.40;0.130;0.129;0.120
465.60;0.130;0.129;0.120
465.80;0.129;0.129;0.120
466.00;0.129;0.129;0.120
466.20;0.129;0.128;0.119
466.40;0.129;0.128;0.119
466.60;0.129;0.128;0.119
466.80;0.129;0.128;0.119
467.00;0.129;0.128;0.119
467.20;0.129;0.128;0.119
467.40;0.129;0.128;0.119
467.60;0.128;0.128;0.119
467.80;0.128;0.127;0.119
468.00;0.128;0.127;0.119
468.20;0.128;0.127;0.119
468.40;0.128;0.127;0.119
468.60;0.128;0.127;0.118
468.80;0.128;0.127;0.118
469.00;0.128;0.126;0.118
469.20;0.128;0.126;0.118
469.40;0.127;0.126;0.118
469.60;0.127;0.126;0.118
469.80;0.127;0.126;0.118
470.00;0.127;0.126;0.118
470.20;0.127;0.126;0.118
470.40;0.127;0.125;0.117
470.60;0.127;0.125;0.117
470.80;0.127;0.125;0.117
471.00;0.127;0.125;0.117
471.20;0.126;0.125;0.117
471.40;0.126;0.125;0.117
471.60;0.126;0.125;0.117
471.80;0.126;0.124;0.117
472.00;0.126;0.124;0.117
472.20;0.126;0.124;0.117
472.40;0.126;0.124;0.117
472.60;0.126;0.124;0.116
472.80;0.125;0.124;0.116
473.00;0.125;0.124;0.116
473.20;0.125;0.123;0.116
473.40;0.125;0.123;0.116
473.60;0.125;0.123;0.116
473.80;0.125;0.123;0.116
474.00;0.125;0.123;0.116
474.20;0.125;0.123;0.116
474.40;0.125;0.123;0.116
474.60;0.124;0.122;0.115
474.80;0.124;0.122;0.115
475.00;0.124;0.122;0.115
475.20;0.124;0.122;0.115
475.40;0.124;0.122;0.115
475.60;0.124;0.122;0.115
475.80;0.124;0.122;0.115
476.00;0.124;0.121;0.115
476.20;0.123;0.121;0.115
476.40;0.123;0.121;0.115
476.60;0.123;0.121;0.115
476.80;0.123;0.121;0.114
477.00;0.123;0.121;0.114
477.20;0.123;0.121;0.114
477.40;0.123;0.121;0.114
477.60;0.123;0.120;0.114
477.80;0.122;0.120;0.114
478.00;0.122;0.120;0.114
478.20;0.122;0.120;0.114
478.40;0.122;0.120;0.114
478.60;0.122;0.120;0.114
478.80;0.122;0.120;0.113
479.00;0.122;0.119;0.113
479.20;0.122;0.119;0.113
479.40;0.122;0.119;0.113
479.60;0.122;0.119;0.113
479.80;0.121;0.119;0.113
480.00;0.121;0.119;0.113
480.20;0.121;0.119;0.113
480.40;0.121;0.119;0.113
480.60;0.121;0.118;0.113
480.80;0.121;0.118;0.112
481.00;0.121;0.118;0.112
481.20;0.121;0.118;0.112
481.40;0.120;0.118;0.112
481.60;0.120;0.118;0.112
481.80;0.120;0.118;0.112
482.00;0.120;0.117;0.112
482.20;0.120;0.117;0.112
482.40;0.120;0.117;0.112
482.60;0.120;0.117;0.112
482.80;0.120;0.117;0.111
483.00;0.119;0.117;0.111
483.20;0.119;0.117;0.111
483.40;0.119;0.117;0.111
483.60;0.119;0.116;0.111
483.80;0.119;0.116;0.111
484.00;0.119;0.116;0.111
484.20;0.119;0.116;0.111
484.40;0.119;0.116;0.111
484.60;0.118;0.116;0.111
484.80;0.118;0.116;0.110
485.00;0.118;0.116;0.110
485.20;0.118;0.115;0.110
485.40;0.118;0.115;0.110
485.60;0.118;0.115;0.110
485.80;0.118;0.115;0.110
486.00;0.118;0.115;0.110
486.20;0.117;0.115;0.110
486.40;0.117;0.115;0.110
486.60;0.117;0.115;0.110
486.80;0.117;0.114;0.109
487.00;0.117;0.114;0.109
487.20;0.117;0.114;0.109
487.40;0.117;0.114;0.109
487.60;0.117;0.114;0.109
487.80;0.117;0.114;0.109
488.00;0.116;0.114;0.109
488.20;0.116;0.114;0.109
488.40;0.116;0.114;0.109
488.60;0.116;0.113;0.109
488.80;0.116;0.113;0.109
489.00;0.116;0.113;0.108
489.20;0.116;0.113;0.108
489.40;0.116;0.113;0.108
489.60;0.115;0.113;0.108
489.80;0.115;0.113;0.108
490.00;0.115;0.112;0.108
490.20;0.115;0.112;0.108
490.40;0.115;0.112;0.108
490.60;0.115;0.112;0.108
490.80;0.115;0.112;0.108
491.00;0.115;0.112;0.107
491.20;0.115;0.112;0.107
491.40;0.115;0.112;0.107
491.60;0.114;0.112;0.107
491.80;0.114;0.111;0.107
492.00;0.114;0.111;0.107
492.20;0.114;0.111;0.107
492.40;0.114;0.111;0.107
492.60;0.114;0.111;0.107
492.80;0.114;0.111;0.107
493.00;0.114;0.111;0.107
493.20;0.114;0.111;0.107
493.40;0.113;0.110;0.106
493.60;0.113;0.110;0.106
493.80;0.113;0.110;0.106
494.00;0.113;0.110;0.106
494.20;0.113;0.110;0.106
494.40;0.113;0.110;0.106
494.60;0.113;0.110;0.106
494.80;0.113;0.110;0.106
495.00;0.113;0.110;0.106
495.20;0.112;0.109;0.106
495.40;0.112;0.109;0.106
495.60;0.112;0.109;0.105
495.80;0.112;0.109;0.105
496.00;0.112;0.109;0.105
496.20;0.112;0.109;0.105
496.40;0.112;0.109;0.105
496.60;0.112;0.109;0.105
496.80;0.112;0.108;0.105
497.00;0.111;0.108;0.105
497.20;0.111;0.108;0.105
497.40;0.111;0.108;0.105
497.60;0.111;0.108;0.105
497.80;0.111;0.108;0.104
498.00;0.111;0.108;0.104
498.20;0.111;0.108;0.104
498.40;0.111;0.107;0.104
498.60;0.111;0.107;0.104
498.80;0.110;0.107;0.104
499.00;0.110;0.107;0.104
499.20;0.110;0.107;0.104
499.40;0.110;0.107;0.104
499.60;0.110;0.107;0.104
499.80;0.110;0.106;0.103
500.00;0.110;0.106;0.103
500.20;0.110;0.106;0.103
500.40;0.109;0.106;0.103
500.60;0.109;0.106;0.103
500.80;0.109;0.106;0.103
501.00;0.109;0.106;0.103
501.20;0.109;0.106;0.103
501.40;0.109;0.105;0.103
501.60;0.109;0.105;0.103
501.80;0.109;0.105;0.103
502.00;0.109;0.105;0.103
502.20;0.109;0.105;0.103
502.40;0.108;0.105;0.102
502.60;0.108;0.105;0.102
502.80;0.108;0.104;0.102
503.00;0.108;0.104;0.102
503.20;0.108;0.104;0.102
503.40;0.108;0.104;0.102
503.60;0.108;0.104;0.102
503.80;0.108;0.104;0.102
504.00;0.107;0.104;0.102
504.20;0.107;0.104;0.101
504.40;0.107;0.103;0.101
504.60;0.107;0.103;0.101
504.80;0.107;0.103;0.101
505.00;0.107;0.103;0.101
505.20;0.107;0.103;0.101
505.40;0.107;0.103;0.101
505.60;0.107;0.103;0.101
505.80;0.106;0.103;0.101
506.00;0.106;0.102;0.101
506.20;0.106;0.102;0.101
506.40;0.106;0.102;0.100
506.60;0.106;0.102;0.100
506.80;0.106;0.102;0.100
507.00;0.106;0.102;0.100
507.20;0.106;0.102;0.100
507.40;0.105;0.102;0.100
507.60;0.105;0.101;0.100
507.80;0.105;0.101;0.100
508.00;0.105;0.101;0.100
508.20;0.105;0.101;0.100
508.40;0.105;0.101;0.100
508.60;0.105;0.101;0.099
508.80;0.105;0.101;0.099
509.00;0.105;0.100;0.099
509.20;0.104;0.100;0.099
509.40;0.104;0.100;0.099
509.60;0.104;0.100;0.099
509.80;0.104;0.100;0.099
510.00;0.104;0.100;0.099
510.20;0.104;0.100;0.099
510.40;0.104;0.100;0.099
510.60;0.104;0.100;0.098
510.80;0.104;0.099;0.098
511.00;0.103;0.099;0.098
511.20;0.103;0.099;0.098
511.40;0.103;0.099;0.098
511.60;0.103;0.099;0.098
511.80;0.103;0.099;0.098
512.00;0.103;0.099;0.098
512.20;0.103;0.099;0.098
512.40;0.103;0.098;0.098
512.60;0.102;0.098;0.098
512.80;0.102;0.098;0.097
513.00;0.102;0.098;0.097
513.20;0.102;0.098;0.097
513.40;0.102;0.098;0.097
513.60;0.102;0.098;0.097
513.80;0.102;0.098;0.097
514.00;0.102;0.097;0.097
514.20;0.101;0.097;0.097
514.40;0.101;0.097;0.097
514.60;0.101;0.097;0.097
514.80;0.101;0.097;0.097
515.00;0.101;0.097;0.097
515.20;0.101;0.097;0.096
515.40;0.101;0.097;0.096
515.60;0.101;0.097;0.096
515.80;0.101;0.097;0.096
516.00;0.100;0.097;0.096
516.20;0.100;0.096;0.096
516.40;0.100;0.096;0.096
516.60;0.100;0.096;0.096
516.80;0.100;0.096;0.096
517.00;0.100;0.096;0.096
517.20;0.100;0.096;0.096
517.40;0.100;0.096;0.095
517.60;0.100;0.096;0.095
517.80;0.100;0.095;0.095
518.00;0.099;0.095;0.095
518.20;0.099;0.095;0.095
518.40;0.099;0.095;0.095
518.60;0.099;0.095;0.095
518.80;0.099;0.095;0.095
519.00;0.099;0.095;0.095
519.20;0.099;0.095;0.095
519.40;0.099;0.095;0.095
519.60;0.098;0.095;0.094
519.80;0.098;0.094;0.094
520.00;0.098;0.094;0.094
520.20;0.098;0.094;0.094
520.40;0.098;0.094;0.094
520.60;0.098;0.094;0.094
520.80;0.098;0.094;0.094
521.00;0.098;0.094;0.094
521.20;0.098;0.094;0.094
521.40;0.097;0.094;0.094
521.60;0.097;0.094;0.094
521.80;0.097;0.093;0.093
522.00;0.097;0.093;0.093
522.20;0.097;0.093;0.093
522.40;0.097;0.093;0.093
522.60;0.097;0.093;0.093
522.80;0.097;0.093;0.093
523.00;0.097;0.093;0.093
523.20;0.096;0.093;0.093
523.40;0.096;0.093;0.093
523.60;0.096;0.093;0.093
523.80;0.096;0.093;0.093
524.00;0.096;0.092;0.092
524.20;0.096;0.092;0.092
524.40;0.096;0.092;0.092
524.60;0.096;0.092;0.092
524.80;0.096;0.092;0.092
525.00;0.096;0.092;0.092
525.20;0.095;0.092;0.092
525.40;0.095;0.092;0.092
525.60;0.095;0.092;0.092
525.80;0.095;0.092;0.091
526.00;0.095;0.091;0.091
526.20;0.095;0.091;0.091
526.40;0.095;0.091;0.091
526.60;0.095;0.091;0.091
526.80;0.095;0.091;0.091
527.00;0.095;0.091;0.091
527.20;0.095;0.091;0.091
527.40;0.094;0.091;0.091
527.60;0.094;0.091;0.091
527.80;0.094;0.091;0.091
528.00;0.094;0.091;0.091
528.20;0.094;0.091;0.090
528.40;0.094;0.090;0.090
528.60;0.094;0.090;0.090
528.80;0.094;0.090;0.090
529.00;0.094;0.090;0.090
529.20;0.094;0.090;0.090
529.40;0.093;0.090;0.090
529.60;0.093;0.090;0.090
529.80;0.093;0.090;0.090
530.00;0.093;0.090;0.090
530.20;0.093;0.090;0.090
530.40;0.093;0.090;0.089
530.60;0.093;0.089;0.089
530.80;0.093;0.089;0.089
531.00;0.093;0.089;0.089
531.20;0.092;0.089;0.089
531.40;0.092;0.089;0.089
531.60;0.092;0.089;0.089
531.80;0.092;0.089;0.089
532.00;0.092;0.089;0.089
532.20;0.092;0.089;0.089
532.40;0.092;0.089;0.089
532.60;0.092;0.089;0.089
532.80;0.092;0.089;0.088
533.00;0.092;0.089;0.088
533.20;0.092;0.088;0.088
533.40;0.092;0.088;0.088
533.60;0.091;0.088;0.088
533.80;0.091;0.088;0.088
534.00;0.091;0.088;0.088
534.20;0.091;0.088;0.088
534.40;0.091;0.088;0.088
534.60;0.091;0.088;0.088
534.80;0.091;0.088;0.088
535.00;0.091;0.088;0.088
535.20;0.091;0.088;0.087
535.40;0.091;0.088;0.087
535.60;0.091;0.087;0.087
535.80;0.091;0.087;0.087
536.00;0.091;0.087;0.087
536.20;0.090;0.087;0.087
536.40;0.090;0.087;0.087
536.60;0.090;0.087;0.087
536.80;0.090;0.087;0.087
537.00;0.090;0.087;0.087
537.20;0.090;0.087;0.087
537.40;0.090;0.087;0.087
537.60;0.090;0.087;0.087
537.80;0.090;0.086;0.087
538.00;0.090;0.086;0.087
538.20;0.090;0.086;0.086
538.40;0.089;0.086;0.086
538.60;0.089;0.086;0.086
538.80;0.089;0.086;0.086
539.00;0.089;0.086;0.086
539.20;0.089;0.086;0.086
539.40;0.089;0.086;0.086
539.60;0.089;0.086;0.086
539.80;0.089;0.086;0.086
540.00;0.089;0.086;0.086
540.20;0.089;0.086;0.086
540.40;0.089;0.086;0.086
540.60;0.089;0.086;0.086
540.80;0.089;0.086;0.086
541.00;0.089;0.085;0.086
541.20;0.089;0.085;0.086
541.40;0.089;0.085;0.086
541.60;0.089;0.085;0.085
541.80;0.088;0.085;0.085
542.00;0.088;0.085;0.085
542.20;0.088;0.085;0.085
542.40;0.088;0.085;0.085
542.60;0.088;0.085;0.085
542.80;0.088;0.085;0.085
543.00;0.088;0.085;0.085
543.20;0.088;0.085;0.085
543.40;0.088;0.085;0.085
543.60;0.088;0.085;0.085
543.80;0.088;0.085;0.085
544.00;0.088;0.085;0.085
544.20;0.088;0.085;0.085
544.40;0.088;0.085;0.085
544.60;0.088;0.084;0.085
544.80;0.088;0.084;0.085
545.00;0.088;0.084;0.085
545.20;0.087;0.084;0.084
545.40;0.087;0.084;0.084
545.60;0.087;0.084;0.084
545.80;0.087;0.084;0.084
546.00;0.087;0.084;0.084
546.20;0.087;0.084;0.084
546.40;0.087;0.084;0.084
546.60;0.087;0.084;0.084
546.80;0.087;0.084;0.084
547.00;0.087;0.084;0.084
547.20;0.087;0.084;0.084
547.40;0.087;0.084;0.084
547.60;0.087;0.084;0.084
547.80;0.087;0.084;0.084
548.00;0.087;0.084;0.084
548.20;0.086;0.084;0.084
548.40;0.086;0.084;0.083
548.60;0.086;0.084;0.083
548.80;0.086;0.084;0.083
549.00;0.086;0.083;0.083
549.20;0.086;0.083;0.083
549.40;0.086;0.083;0.083
549.60;0.086;0.083;0.083
549.80;0.086;0.083;0.083
550.00;0.086;0.083;0.083
550.20;0.086;0.083;0.083
550.40;0.086;0.083;0.083
550.60;0.086;0.083;0.083
550.80;0.086;0.083;0.083
551.00;0.086;0.083;0.083
551.20;0.086;0.083;0.083
551.40;0.086;0.083;0.082
551.60;0.085;0.083;0.082
551.80;0.085;0.083;0.082
552.00;0.085;0.083;0.082
552.20;0.085;0.083;0.082
552.40;0.085;0.083;0.082
552.60;0.085;0.083;0.082
552.80;0.085;0.083;0.082
553.00;0.085;0.083;0.082
553.20;0.085;0.083;0.082
553.40;0.085;0.083;0.082
553.60;0.085;0.083;0.082
553.80;0.085;0.082;0.082
554.00;0.085;0.082;0.082
554.20;0.085;0.082;0.082
554.40;0.085;0.082;0.081
554.60;0.085;0.082;0.081
554.80;0.085;0.082;0.081
555.00;0.085;0.082;0.081
555.20;0.085;0.082;0.081
555.40;0.084;0.082;0.081
555.60;0.084;0.082;0.081
555.80;0.084;0.082;0.081
556.00;0.084;0.082;0.081
556.20;0.084;0.082;0.081
556.40;0.084;0.082;0.081
556.60;0.084;0.082;0.081
556.80;0.084;0.082;0.081
557.00;0.084;0.082;0.081
557.20;0.084;0.082;0.081
557.40;0.084;0.082;0.081
557.60;0.084;0.082;0.081
557.80;0.084;0.082;0.081
558.00;0.084;0.082;0.080
558.20;0.084;0.082;0.080
558.40;0.084;0.082;0.080
558.60;0.084;0.082;0.080
558.80;0.084;0.082;0.080
559.00;0.084;0.081;0.080
559.20;0.084;0.081;0.080
559.40;0.083;0.081;0.080
559.60;0.083;0.081;0.080
559.80;0.083;0.081;0.080
560.00;0.083;0.081;0.080
560.20;0.083;0.081;0.080
560.40;0.083;0.081;0.080
560.60;0.083;0.081;0.080
